1785286117,133.4MiB / 15.39GiB
1785286119,133.6MiB / 15.39GiB
1785286121,134.1MiB / 15.39GiB
1785286123,133.4MiB / 15.39GiB
1785286125,241.9MiB / 15.39GiB
1785286127,483.8MiB / 15.39GiB
1785286129,518.5MiB / 15.39GiB
1785286131,518.9MiB / 15.39GiB
1785286133,519MiB / 15.39GiB
1785286135,518.1MiB / 15.39GiB
1785286137,528MiB / 15.39GiB
1785286139,588.3MiB / 15.39GiB
1785286141,619.2MiB / 15.39GiB
1785286143,681.8MiB / 15.39GiB
1785286145,704.3MiB / 15.39GiB
1785286147,727.2MiB / 15.39GiB
1785286149,751.6MiB / 15.39GiB
1785286151,745MiB / 15.39GiB
1785286153,762.7MiB / 15.39GiB
1785286155,773MiB / 15.39GiB
1785286157,1.038GiB / 15.39GiB
1785286159,973.9MiB / 15.39GiB
1785286161,901.2MiB / 15.39GiB
1785286163,912.7MiB / 15.39GiB
1785286165,956MiB / 15.39GiB
1785286167,1.045GiB / 15.39GiB
1785286169,1005MiB / 15.39GiB
1785286171,1.011GiB / 15.39GiB
1785286173,1.096GiB / 15.39GiB
1785286175,1.029GiB / 15.39GiB
1785286177,1.084GiB / 15.39GiB
1785286180,1.114GiB / 15.39GiB
1785286182,1.134GiB / 15.39GiB
1785286184,1.246GiB / 15.39GiB
1785286186,1.181GiB / 15.39GiB
1785286188,1.348GiB / 15.39GiB
1785286190,1.23GiB / 15.39GiB
1785286192,1.553GiB / 15.39GiB
1785286194,1.715GiB / 15.39GiB
1785286196,1.365GiB / 15.39GiB
1785286198,1.385GiB / 15.39GiB
1785286200,1.367GiB / 15.39GiB
1785286202,1.454GiB / 15.39GiB
1785286204,1.463GiB / 15.39GiB
1785286206,1.604GiB / 15.39GiB
1785286208,1.521GiB / 15.39GiB
1785286210,1.553GiB / 15.39GiB
1785286212,1.566GiB / 15.39GiB
1785286214,1.598GiB / 15.39GiB
1785286216,1.633GiB / 15.39GiB
1785286218,1.687GiB / 15.39GiB
1785286220,1.725GiB / 15.39GiB
1785286222,1.683GiB / 15.39GiB
1785286224,1.748GiB / 15.39GiB
1785286226,2.153GiB / 15.39GiB
1785286228,1.794GiB / 15.39GiB
1785286230,1.871GiB / 15.39GiB
1785286232,1.837GiB / 15.39GiB
1785286234,1.864GiB / 15.39GiB
1785286236,2.426GiB / 15.39GiB
1785286238,1.915GiB / 15.39GiB
1785286240,2.083GiB / 15.39GiB
1785286242,1.972GiB / 15.39GiB
1785286244,2.108GiB / 15.39GiB
1785286246,2.05GiB / 15.39GiB
1785286248,2.084GiB / 15.39GiB
1785286250,2.267GiB / 15.39GiB
1785286252,2.087GiB / 15.39GiB
1785286254,2.183GiB / 15.39GiB
1785286256,2.165GiB / 15.39GiB
1785286258,2.157GiB / 15.39GiB
1785286260,2.17GiB / 15.39GiB
1785286262,2.169GiB / 15.39GiB
1785286264,2.17GiB / 15.39GiB
1785286266,2.169GiB / 15.39GiB
